contributor,category,r2,mae,pga,ctd_100,ctd_200,ctd_300,n_activities,frequency,data_points
865858,human,-0.25479120775188613,7.764099559879919,0.36666666666666664,-11,-11,-4,281,D,45
873354,human,-1.7965319386913774,6.833043510150816,0.7971014492753623,8,22,37,297,D,33
885533,human,-0.3682553264040962,0.9012808255534712,0.6620305980528511,-53,-34,232,300,H,500
885899,human,-2.2098445298725102,13.733454749201236,0.5128205128205128,-7,-15,-14,280,D,36
893864,human,-1.587255653763429,10.042019265970314,0.5714285714285714,-8,-17,-1,300,D,57
896363,human,-0.2100618034153805,7.16919029936407,0.5,-13,-9,-2,289,D,42
897436,human,-0.5334018756153225,1.2417690932020717,0.5766423357664233,93,119,53,298,H,339
897688,human,-3.5806121387665817,1.7247004358866207,0.6061269146608315,-8,253,216,300,H,242
933837,human,-14.870060530466956,19.271145349356665,0.7875,20,45,53,299,D,28
946773,human,-1.2885180939448357,16.215731689722062,0.5483870967741935,8,6,0,299,D,28
947579,human,-2.6134950093799714,2.6736742757727354,0.4418604651162791,70,59,46,299,H,194
949698,human,0.22509306491997227,9.069942317328685,0.5384615384615384,-9,-10,-5,276,D,39
954443,human,-1.0636460141394863,2.234383815164508,0.3798076923076923,-30,-58,-1,299,H,289
955787,human,-10.549962025832176,2.0797434409385653,0.9912579957356077,1471,3927,4545,300,T,144
957953,human,-0.13351722335990956,4.528734963064579,0.7586206896551724,5,14,18,296,D,36
966834,human,-0.5372023464108002,10.581204648200316,0.47368421052631576,-4,-13,-1,296,D,53
976375,human,-0.8935906187225291,1.510120003133729,0.517814726840855,-21,-21,-1,299,H,449
977484,human,-0.007883020383203654,7.350242768879927,0.7083333333333334,7,13,14,299,D,31
978678,human,-0.6345628700564352,1.868783747256172,0.5551470588235294,-3,43,31,294,H,230
979384,human,-0.8441519358438929,17.599038639269814,0.5652173913043478,-13,-11,-1,298,D,42
983548,human,-0.39725349635546703,9.056235821460515,0.4,-6,-9,-1,292,D,30
983874,human,-6.881346127012295,2.5123372344430677,0.4950980392156863,6,-69,-2,297,H,559
985588,human,-7.447031383439818,1.2780599002862543,0.5226628895184136,96,233,417,300,H,313
987894,human,-0.47145900659964934,1.080402274238922,0.5471264367816092,3,-72,-2,296,H,543
988439,human,-34.83720394097741,3.6253560229927446,0.6509971509971509,-74,-2,152,288,H,411
